Item Type;Publication Year;Publication Title;Author;Title;Date;Url;ISBN;ISSN;DOI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;chromium/src - Git at Google;Sleevi, Ryan;ae4d6809912f8171b23f6aa43c6a4e8e627de784;23/06/2020;https://chromium.googlesource.com/chromium/src/+/ae4d6809912f8171b23f6aa43c6a4e8e627de784?ref=scotthelme.co.uk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Coursera;Ng, Andrew;AI For Everyone;2020;https://www.coursera.org/learn/ai-for-everyone#about;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;CRN;Tsidulko, Joseph;Google Cloud Wins Multimillion-Dollar Pentagon Cybersecurity Contract | CRN;20/05/2020;https://www.crn.com/news/cloud/google-cloud-wins-multimillion-dollar-pentagon-cybersecurity-contract;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Defense One;Tucker, Patrick;Inside the Army’s Fearless, Messy, Networked Warfare Experiment;25/09/2020;https://www.defenseone.com/technology/2020/09/inside-armys-fearless-messy-networked-warfare-experiment/168770/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;DigiCert;DigiCert;Working with Delegated OCSP Responders and EKU Chaining;09/07/2020;https://www.digicert.com/blog/working-with-delegated-ocsp-responders-and-eku-chaining;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;European Commission;European Commission;White Paper on Artificial Intelligence – a European approach to excellence and trust | Shaping Europe’s digital future;19/02/2020;https://digital-strategy.ec.europa.eu/en/consultations/white-paper-artificial-intelligence-european-approach-excellence-and-trust;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Federal News Network;Sharma, Manu;Why Congress, DoD should focus on training data platforms to make AI tools more valuable;15/06/2020;https://federalnewsnetwork.com/commentary/2020/06/why-congress-dod-should-focus-on-training-data-platforms-to-make-ai-tools-more-valuable/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;GitHub;Sleevi, Ryan;SC31 - Browser Alignment by sleevi · Pull Request #195 · cabforum/servercert;17/07/2020;https://github.com/cabforum/servercert/pull/195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Google Cloud Blog;Manor, Eyal;Anthos latest release adds hybrid AI and other features;25/08/2020;https://cloud.google.com/blog/topics/google-cloud-next/latest-anthos-release-adds-hybrid-ai-and-other-features;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Google The Keyword;Walker, Kent;Responding to the European Commission’s AI white paper;28/05/2020;https://blog.google/around-the-globe/google-europe/responding-to-the-european-commissions-ai-white-paper/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;MIT Technology Review;Hao, Karen;The two-year fight to stop Amazon from selling face recognition to the police;12/06/2020;https://www.technologyreview.com/2020/06/12/1003482/amazon-stopped-selling-police-face-recognition-fight/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;MIT Technology Review;Hao, Karen;We read the paper that forced Timnit Gebru out of Google. Here’s what it says.;04/12/2020;https://www.technologyreview.com/2020/12/04/1013294/google-ai-ethics-research-paper-forced-out-timnit-gebru/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Modern War Institute;"Clarke, Richard H.; Shultz, Gen Richard D.";Big Data at War: Special Operations Forces, Project Maven, and Twenty-First-Century Warfare;25/08/2020;https://mwi.westpoint.edu/big-data-at-war-special-operations-forces-project-maven-and-twenty-first-century-warfare/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Mozilla Security Blog;Wilson, Ben;Reducing TLS Certificate Lifespans to 398 Days;09/07/2020;https://blog.mozilla.org/security/2020/07/09/reducing-tls-certificate-lifespans-to-398-days;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Nationaal Cyber Security Centrum;Nationaal Cyber Security Centrum;Aantal certificaten voldoen niet aan de afgesproken richtlijnen - Nieuwsbericht - Nationaal Cyber Security Centrum;08/07/2020;https://www.ncsc.nl/actueel/nieuws/2020/juli/8/aantal-certificaten-voldoen-niet-aan-de-afgesproken-richtlijnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;NBC News;Glaser, April;Google, Amazon, and Microsoft hold thousands of contracts with the U.S. military and federal law enforcement, new research shows;08/07/2020;https://www.nbcnews.com/tech/tech-news/thousands-contracts-highlight-quiet-ties-between-big-tech-u-s-n1233171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;RUSI.org;Sherman, Sam;Coordinating Artificial Intelligence: Six Lessons from the US;26/08/2020;https://rusi.orghttps://rusi.org;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Security.NL;Security.NL;Logius onderzoekt PKIoverheid-certificaten die niet aan richtlijnen voldoen;06/07/2020;https://www.security.nl/posting/663584/Logius+onderzoekt+PKIoverheid-certificaten+die+niet+aan+richtlijnen+voldoen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Security.NL;Security.NL;Logius komt met oplossing voor PKIoverheid-certificaten die niet aan de regels voldoen;10/07/2020;https://www.security.nl/posting/664011/Logius+komt+met+oplossing+voor+PKIoverheid-certificaten+die+niet+aan+de+regels+voldoen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Tech Inquiry;Poulson, Jack;Reports of a Silicon Valley/Military Divide Have Been Greatly Exaggerated;07/07/2020;https://techinquiry.org/SiliconValley-Military/#direct-contracting-fpds-contract-values;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;The Register;Francisco, Shaun Nichols in San;Remember when we warned in February Apple will crack down on long-life HTTPS certs? It's happening: Chrome, Firefox ready to join in, too;30/06/2020;https://www.theregister.com/2020/06/30/tls_cert_lifespan/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;The Verge;Schiffer, Zoë;Google fires prominent AI ethicist Timnit Gebru;03/12/2020;https://www.theverge.com/2020/12/3/22150355/google-fires-timnit-gebru-facial-recognition-ai-ethicist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;War on the Rocks;Cook, Matthew;The Humble Task of Implementation is the Key to AI Dominance;29/06/2020;https://warontherocks.com/2020/06/the-humble-task-of-implementation-is-the-key-to-ai-dominance/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;War on the Rocks;Cruickshank, Iain J.;The ABCs of AI-Enabled Intelligence Analysis;14/02/2020;http://warontherocks.com/2020/02/the-abcs-of-ai-enabled-intelligence-analysis/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;War on the Rocks;Perkins, Jim;Trust Algorithms? The Army Doesn’t Even Trust Its Own AI Developers;07/10/2020;https://warontherocks.com/2020/10/trust-algorithms-the-army-doesnt-even-trust-its-own-ai-developers/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Wired;Simonite, Tom;The Dark Side of Big Tech’s Funding for AI Research;10/12/2020;https://www.wired.com/story/dark-side-big-tech-funding-ai-research/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;ZDNET;Cimpanu, Catalin;Apple strong-arms entire CA industry into one-year certificate lifespans;28/07/2020;https://www.zdnet.com/article/apple-strong-arms-entire-ca-industry-into-one-year-certificate-lifespans/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;ZDNET;Cimpanu, Catalin;Chrome will soon have its own dedicated certificate root store;31/10/2020;https://www.zdnet.com/article/chrome-will-soon-have-its-own-dedicated-certificate-root-store/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Ars Technica;Chant, Tim De;Pentagon kills Microsoft’s $10B JEDI cloud contract, says tech is now outdated;06/07/2021;https://arstechnica.com/tech-policy/2021/07/dod-cancels-10b-jedi-cloud-contract-with-microsoft-says-tech-already-outdated/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Axios;Fried, Ina;Google fires another AI ethics leader;19/02/2021;https://www.axios.com/2021/02/19/google-fires-another-ai-ethics-leader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Bits of Freedom;Zenger, Rejo;Big-tech's lobby sets the rules about big-tech in Europe;04/11/2021;https://www.bitsoffreedom.nl/2021/11/04/big-techs-lobby-sets-the-rules-about-big-tech-in-europe/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;CNBC;Shead, Sam;Artificial intelligence researchers rank the top A.I. labs worldwide;21/01/2021;https://www.cnbc.com/2021/01/21/deepmind-openai-fair-ai-researchers-rank-the-top-ai-labs-worldwide.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Corporate Europe;;The lobby network: Big Tech's web of influence in the EU | Corporate Europe Observatory;31/08/2021;https://corporateeurope.org/en/2021/08/lobby-network-big-techs-web-influence-eu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Defense One;Cisco, Chad;Democratizing AI for DOD: Seizing a competitive advantage;13/05/2021;https://www.defenseone.com/defense-systems/2021/05/democratizing-ai-for-dod-seizing-a-competitive-advantage/195142/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Dependency Heaven;Fossa;Open Source Licenses 101: Apache License 2.0 - FOSSA;06/02/2021;https://fossa.com/blog/open-source-licenses-101-apache-license-2-0/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;DigiCert.com;DigiCert;DigiCert’s Introduction to the CA/B Forum;21/01/2021;https://www.digicert.com/blog/digicerts-introduction-to-the-cab-forum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Engadget;Tarantola, Andrew;What's going on at Google AI?;24/02/2021;https://www.engadget.com/whats-going-on-at-google-ai-150001422.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;EUobserver;"Yanchur, Alina; Schyns, Camille; Rosén Fondahn, Greta; Pilz, Sarah";How Big Tech dominates EU's AI ethics group;03/11/2021;https://euobserver.com/rule-of-law/ar1699e2d1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;European Commission - Have your say;Google;Feedback from: Google;15/07/2021;https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662492_en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Federal News Network;Heckman, Jory;JAIC’s Joint Common Foundation is ready to accelerate AI across DoD;25/03/2021;https://federalnewsnetwork.com/artificial-intelligence/2021/03/jaic-readies-joint-common-foundation-to-accelerate-ai-across-defense-department/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Forbes;Brewster, Thomas;Project Maven: Amazon And Microsoft Scored $50 Million In Pentagon Surveillance Contracts After Google Quit;08/09/2021;https://www.forbes.com/sites/thomasbrewster/2021/09/08/project-maven-amazon-and-microsoft-get-50-million-in-pentagon-drone-surveillance-contracts-after-google/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Forbes;Schmelzer, Ron;The Five Ways To Build Machine Learning Models;30/05/2021;https://www.forbes.com/sites/cognitiveworld/2021/05/30/the-five-ways-to-build-machine-learning-models/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Lawfare;Gaumond, Eve;Artificial Intelligence Act: What Is the European Approach for AI?;04/06/2021;https://www.lawfaremedia.org/article/artificial-intelligence-act-what-european-approach-ai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Logius;Logius;PKIoverheid stopt met uitgeven publiek vertrouwde webserver (SSL/TLS) certificaten;08/02/2021;https://www.logius.nl/actueel/pkioverheid-stopt-met-uitgeven-publiek-vertrouwde-webserver-ssltls-certificaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Logius;Logius;Uitfasering uitgifte publiek vertrouwde webcertificaten PKIoverheid;13/09/2021;https://logius.nl/actueel/uitfasering-uitgifte-publiek-vertrouwde-webcertificaten-pkioverheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Mozilla Security Blog;"Wilson, Ben; Wilson, Kathleen";Improving the Quality of Publicly Trusted Intermediate CA Certificates with Enhanced Oversight and Automation;09/12/2021;https://blog.mozilla.org/security/2021/12/09/improved-quality-of-intermediate-certificates-with-enhanced-oversight-and-automation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Mozilla Security Blog;Wilson, Kathleen;Beware of Applications Misusing Root Stores;10/05/2021;https://blog.mozilla.org/security/2021/05/10/beware-of-applications-misusing-root-stores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;National Cyber Security Centre;National Cyber Security Centre;PKIoverheid will stop issuing web certificates: Choose another issuer - Factsheet;04/11/2021;https://english.ncsc.nl/publications/factsheets/2021/november/04/pkioverheid-stops-issuing-web-certificates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;POLITICO;Haeck, Pieter;Ex-Google boss slams transparency rules in Europe’s AI bill;31/05/2021;https://www.politico.eu/article/ex-google-boss-eu-risks-setback-by-demanding-transparent-ai/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;POLITICO;Stolton, Samuel;Big Tech faces new curbs as European Parliament passes landmark rules;15/12/2021;https://www.politico.eu/article/big-tech-obligations-eu-parliament-rules-google-amazon-facebook/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Security.nl;Security.nl;Mozilla waarschuwt ontwikkelaars voor verkeerd gebruik van root store - Security.NL;11/05/2021;https://www.security.nl/posting/702927/Mozilla+waarschuwt+ontwikkelaars+voor+verkeerd+gebruik+van+root+store;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;Security.NL;Security.nl;Nederlandse overheid stopt met uitgifte publiek vertrouwde TLS-certificaten;02/08/2021;https://www.security.nl/posting/714980/Nederlandse+overheid+stopt+met+uitgifte+publiek+vertrouwde+TLS-certificaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;The American Prospect;"Suchman, Lucy; Whittaker, Meredith";The Myth of Artificial Intelligence;08/12/2021;https://prospect.org/api/content/7fc7f7c2-5781-11ec-987e-12f1225286c6/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;The Verge;Vincent, James;Google is poisoning its reputation with AI researchers;13/04/2021;https://www.theverge.com/2021/4/13/22370158/google-ai-ethics-timnit-gebru-margaret-mitchell-firing-reputation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;War on the Rocks;Cole, August;Left of Beep: The United States Needs an Algorithmic Warfare Group;09/12/2021;https://warontherocks.com/2021/12/left-of-beep-the-united-states-needs-an-algorithmic-warfare-group/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2021;;Centrum, Nationaal Cyber Security;"NCSC publiceert factsheet ""PKIoverheid stopt met webcertificaten: Kies een andere leverancier"" - Nieuwsbericht - Nationaal Cyber Security Centrum";30/09/2021;https://www.ncsc.nl/actueel/nieuws/2021/september/29/ncsc-publiceert-factsheet-pkioverheid-stopt-met-webcertificaten-kies-een-andere-leverancier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;CA/Browser Forum;;Minutes of the F2F 57 Meeting in Berlin, Germany, 24-26 October 2022;24/10/2022;https://cabforum.org/2022/10/24/minutes-of-the-f2f-57-meeting-in-berlin-germany-24-26-october-2022/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;CAB Forum;;Minutes of the F2F 57 Meeting in Berlin, Germany, 24-26 October 2022;24/10/2022;https://cabforum.org/2022/10/24/2022-10-24-minutes-of-face-to-face-meeting-in-berlin-germany/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;Defense One;Tucker, Patrick;New Google Division Will Take Aim at Pentagon Battle-Network Contracts;28/06/2022;https://www.defenseone.com/technology/2022/06/new-google-division-will-take-aim-pentagon-battle-network-contracts/368691/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;ECFR;Torreblanca, Julian Ringhof, José Ignacio;The geopolitics of technology: How the EU can become a global player;17/05/2022;https://ecfr.eu/publication/the-geopolitics-of-technology-how-the-eu-can-become-a-global-player/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;Electronic Frontier Foundation;Callas, Alexis Hancock and Jon;"What the Duck? Why an EU Proposal to Require ""QWACs"" Will Hurt Internet Security";09/02/2022;https://www.eff.org/deeplinks/2022/02/what-duck-why-eu-proposal-require-qwacs-will-hurt-internet-security;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;ENISA;;Trust Service Forum 2022: Deepdive into Digital Identity Wallets and Web Certificates;?/?/2022;https://www.enisa.europa.eu/news/trust-service-forum-2022-deepdive-into-policy-developments-digital-identity-wallets-and-web-certificates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;Google The Keyword;Walker, Kent;New ways we're supporting Ukraine;01/12/2022;https://blog.google/outreach-initiatives/public-policy/new-ways-were-supporting-ukraine/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;Los Angeles Times;Hussain, Suhauna;A worker objected to Google's Israel military contract. Google told her to move to Brazil;15/03/2022;https://www.latimes.com/business/technology/story/2022-03-15/google-project-nimbus-ariel-koren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;MarketWatch;Wodinsky, Shoshana;Google employees claim their systems fell short of company's privacy promises;18/11/2022;https://www.marketwatch.com/story/i-dont-have-the-faintest-idea-what-google-has-on-me-google-fell-short-on-privacy-promises-employees-say-11668779086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;Microsoft On the Issues;Smith, Brad;Digital technology and the war in Ukraine;28/02/2022;https://blogs.microsoft.com/on-the-issues/2022/02/28/ukraine-russia-digital-war-cyberattacks/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;MIT Technology Review;Xu, Tammy;We could run out of data to train AI language programs;24/11/2022;https://www.technologyreview.com/2022/11/24/1063684/we-could-run-out-of-data-to-train-ai-language-programs/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;Palantir;Karp, Alexander C;A Letter from the Chief Executive Officer;10/03/2022;https://www.palantir.com/newsroom/letters/in-defense-of-europe/en/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;PKI Consortium;PKI consortium;An open letter to Apple;21/03/2022;https://pkic.org/2022/03/21/an-open-letter-to-apple/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;The Intercept;Biddle, Sam;Documents Reveal Advanced AI Tools Google Is Selling to Israel;24/07/2022;https://theintercept.com/2022/07/24/google-israel-artificial-intelligence-project-nimbus/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;;Chromium;Chrome Root Program Policy, Version 1.2;01/11/2022;https://web.archive.org/web/20221101144927/https://www.chromium.org/Home/chromium-security/root-ca-policy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2022;;;RFC 6960 - X.509 Internet Public Key Infrastructure Online Certificate Status Protocol - OCSP;28/01/2022;https://web.archive.org/web/20220128184912/https://datatracker.ietf.org/doc/html/rfc6960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Ars Technica;Brodkin, Jon;Judge finds Google destroyed evidence and repeatedly gave false info to court;29/03/2023;https://arstechnica.com/tech-policy/2023/03/judge-finds-google-destroyed-evidence-and-repeatedly-gave-false-info-to-court/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;CA/Browser Forum;;Minutes of the F2F 58 Meeting in Ottawa, Canada, 28 February – 1 March, 2023;02/03/2023;https://cabforum.org/2023/03/02/minutes-of-the-f2f-58-meeting-in-ottawa-canada-28-february-1-march-2023/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;CA/Browser Forum;;Minutes of the F2F 59 Meeting in Redmond, Washington, 6-7 June 2023;07/06/2023;https://cabforum.org/2023/06/07/minutes-of-the-f2f-59-meeting-in-redmond-washington-6-7-june-2023/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;CAB Forum;;Minutes of the F2F 58 Meeting in Ottawa, Canada, 28 February – 1 March, 2023;02/03/2023;https://cabforum.org/2023/03/02/minutes-of-the-f2f-58-meeting-in-ottawa-canada-28-february-1-march-2023/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;CAB Forum;;Minutes of the F2F 58 Meeting in Ottawa, Canada, 28 February – 1 March, 2023;02/03/2023;https://cabforum.org/2023/03/02/minutes-of-the-f2f-58-meeting-in-ottawa-canada-28-february-1-march-2023/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;CAB Forum;;Minutes of the F2F 59 Meeting in Redmond, Washington, 6-7 June 2023;07/06/2023;https://cabforum.org/2023/06/07/minutes-of-the-f2f-59-meeting-in-redmond-washington-6-7-june-2023/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;CNN;Thorbecke, Catherine;Google hit with lawsuit alleging it stole data from millions of users to train its AI tools | CNN Business;11/07/2023;https://www.cnn.com/2023/07/11/tech/google-ai-lawsuit/index.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Data Centre Dynamics;Butler, Georgia;Google confirms construction of data center in Uruguay;07/11/2023;https://www.datacenterdynamics.com/en/news/google-confirms-construction-of-data-center-in-uruguay/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;DigiCert;Davidson, Stephen;DigiCert Releases Innovative Automated Testing Tool for Digital Certificates | DigiCert;05/04/2023;https://www.digicert.com/blog/digicert-releases-automated-testing-tool-for-digital-certificates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;DigiCert;DigiCert;DigiCert’s February 2023 CA/B Forum Recap;14/03/2023;https://www.digicert.com/blog/ca-browser-forum-recap-february-2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;DigiCert;DigiCert;Chrome’s Proposed 90-Day Certificate Validity Period: What You Need to Know;14/03/2023;https://www.digicert.com/blog/chromes-proposed-90-day-certificate-validity-period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;DigiCert;DigiCert;Google’s Moving Forward Together Proposals for Root CA Policy: Rotating ICAs More Frequently;22/03/2023;https://www.digicert.com/blog/googles-moving-forward-together-proposals-for-root-ca-policy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;ECFR;Torreblanca, Irene Sánchez, José Ignacio;Ukraine one year on: When tech companies go to war;07/03/2023;https://ecfr.eu/article/ukraine-one-year-on-when-tech-companies-go-to-war/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;European Commission;European Commission;EU Trusted Lists | Shaping Europe’s digital future;27/09/2023;https://digital-strategy.ec.europa.eu/en/policies/eu-trusted-lists;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Feisty Duck;Ristic, Ivan;SSH Protocol Vulnerable to MITM Attack;29/12/2023;https://www.feistyduck.com/newsletter/issue_108_ssh_protocol_vulnerable_to_mitm_attack;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Feisty Duck;Ristic, Ivan;SSL/TLS and PKI History;01/12/2023;https://www.feistyduck.com/ssl-tls-and-pki-history/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Feisty Duck;;SSH Protocol Vulnerable to MITM Attack | Feisty Duck;29/31/2023;https://www.feistyduck.com/newsletter/issue_108_ssh_protocol_vulnerable_to_mitm_attack;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
